D,earnings,edu,prevearn
1,34188,12,1948
1,972,12,0
0,0,12,250
0,7390,11,7000
0,2815,10,2000
1,40566,10,6000
0,42169,14,0
1,7260,12,140
1,23790,12,5100
0,7277,12,0
1,22917,11,0
1,42942,14,6000
0,6309,12,5460
1,11511,13,10497
1,18264,13,2300
0,6167,12,5000
1,21250,12,0
1,38661,14,0
1,25186,13,1300
1,5830,13,15
1,0,8,4000
0,14989,13,2400
0,5979,10,1000
0,0,14,0
1,45294,12,10000
1,0,11,0
0,15006,9,6000
0,18446,12,4000
1,2265,14,0
1,19257,9,925
1,31967,12,15000
1,38633,12,1152
1,20574,9,0
0,23561,9,7000
1,8546,11,342
1,15364,12,2200
0,10095,14,15000
0,15795,14,0
1,15792,11,6900
1,252,9,0
0,12453,12,1087
1,30779,15,4000
1,15483,10,3000
1,0,10,996
1,9360,10,9380
1,35412,17,0
0,135,11,180
1,48,12,0
1,15034,12,0
1,9487,12,96
0,12255,9,3340
0,16904,11,6000
1,2883,11,0
0,2670,11,5104
1,3144,12,0
1,0,12,0
1,15894,13,13800
1,0,12,0
0,18459,15,5435
1,31813,11,10600
0,7329,12,3000
1,70001,12,10000
0,1973,11,396
1,86863,14,336
1,23850,11,240
1,108,9,0
1,20843,13,3200
0,7092,12,4200
1,237,8,0
1,7617,12,2809
0,15586,12,0
1,0,12,1000
0,5366,16,2100
0,30327,16,2440
0,0,11,2025
0,332,11,0
0,34862,10,14000
1,22185,15,1886
1,8784,18,0
1,41889,13,2936
1,6603,11,0
0,11217,8,2300
1,0,11,0
1,0,12,1800
0,7560,12,2275
0,5092,16,5000
1,33957,14,9367
1,6735,11,0
1,0,12,0
1,18137,12,2700
1,1054,11,3600
0,29322,12,7000
1,55677,11,1500
1,15173,14,0
0,2583,9,2000
1,11304,15,10480
1,1785,12,1200
1,0,9,3000
1,38233,12,9900
1,26970,13,5800
0,35117,7,0
0,0,8,0
1,3601,16,1000
1,30828,10,0
1,8109,12,0
1,13389,14,0
1,46020,12,200
1,14060,12,0
0,0,11,5000
1,5475,12,5254
1,27340,10,0
1,34691,12,10000
1,0,12,1600
1,22743,12,2400
0,243,10,0
1,7359,12,7200
1,1047,9,6
1,5862,10,7641
1,6711,12,0
1,24349,8,3096
0,11616,12,0
0,2245,12,1258
0,8219,12,0
1,12477,11,11000
1,0,12,200
1,36958,12,0
1,14006,12,0
1,16256,10,5400
0,11646,12,1679
1,4334,15,0
1,43580,12,48
1,29873,12,4000
0,13674,10,1400
1,0,11,0
0,39163,12,5000
1,2290,8,900
0,15404,9,9000
1,28227,17,9450
0,0,14,8900
0,39816,12,4600
1,25252,10,1000
0,24262,10,675
1,0,8,4500
1,12016,14,15000
1,2529,10,1000
1,30497,9,500
1,14433,12,4200
1,5688,12,3000
1,1824,14,0
1,8663,12,4500
0,13662,12,0
1,0,8,0
1,32886,14,10000
1,4386,12,3157
1,21137,12,1060
1,0,12,0
1,16281,12,2850
0,61821,12,6000
1,11474,12,680
1,26814,14,3920
1,17833,13,2000
1,21857,12,780
0,21989,13,900
1,25744,12,2000
1,5565,13,4200
1,11970,12,1800
1,0,12,460
0,29949,17,2282
0,53552,11,5500
0,11793,11,1600
0,2475,10,7020
1,25879,12,4000
1,15104,15,0
1,38236,12,6000
0,29308,16,16000
1,2115,12,0
0,22742,12,7000
0,36061,12,3000
1,0,12,3200
1,42760,15,0
1,8493,8,0
1,7943,12,2500
1,1635,14,800
1,6834,12,7781
1,19926,13,8400
1,32632,12,14000
1,4180,12,11000
1,10728,11,4100
0,6144,11,150
1,21288,8,7000
1,33873,13,2646
0,22361,8,0
1,57925,11,3000
1,4583,9,500
1,17157,12,8520
0,15375,13,1600
1,30865,11,8400
1,12309,12,3500
0,42397,13,14900
0,45869,12,7360
1,0,12,922
1,476,12,0
1,20969,12,5106
1,3564,8,0
0,17046,11,10000
1,13674,13,2000
1,1500,11,0
1,3183,12,0
0,29809,12,0
1,26985,14,1200
0,8367,9,79
1,471,10,4800
0,7680,11,0
0,1311,10,400
0,16158,12,3000
1,6768,12,0
1,25654,8,4050
1,7772,11,800
0,1008,16,1500
0,1838,11,280
1,43110,8,8254
1,0,12,0
1,11991,11,600
1,41627,11,85
1,2982,13,13000
1,48281,12,6020
0,15930,8,0
1,27652,10,6487
1,22400,12,2584
1,0,11,2500
1,1154,12,0
1,0,10,100
0,13026,12,2853
0,5727,12,800
1,0,10,0
1,12363,15,167
0,2133,12,0
1,10688,13,0
1,27617,10,5460
0,13750,12,10831
0,0,12,400
1,16460,12,9148
1,41994,17,2016
1,1647,12,2500
1,28215,12,22000
0,23957,14,8500
0,22178,12,7680
1,57016,10,14000
1,26992,12,10500
0,22968,14,1000
0,14841,12,1800
1,4417,11,2000
0,24695,8,2000
1,75052,14,7204
1,26236,12,800
1,0,12,0
1,1785,9,0
1,345,7,1400
1,37797,12,3200
0,19257,10,3000
0,15289,9,3797
1,19839,11,0
1,5128,12,2000
1,0,12,0
1,14050,13,0
1,15164,12,12000
1,19403,12,103
0,15069,9,600
1,26932,12,1850
0,37488,12,5000
0,5425,12,0
1,8854,12,500
1,4745,11,0
1,11671,12,1800
1,36183,10,4000
0,0,14,1658
0,1463,12,2750
1,27085,11,14400
0,6210,12,1800
1,0,11,0
0,0,12,0
0,0,10,400
1,0,9,0
0,0,9,0
0,1123,10,78
1,53802,8,675
1,14000,14,8000
1,1248,12,3600
1,16883,10,12000
1,1203,10,278
0,36039,12,2000
1,1053,8,11
1,14952,12,0
1,41727,12,604
1,17865,9,0
1,617,13,2000
1,4434,13,5000
1,18525,12,76
1,10425,12,0
0,3885,15,3500
1,4773,12,0
1,13815,14,2600
0,0,12,1600
1,32967,12,9000
0,35854,12,4500
1,26468,9,2000
0,11417,15,300
1,5397,12,1200
0,37335,9,19000
0,773,10,4200
1,30324,12,600
1,9459,12,5000
1,42786,12,7800
1,52713,11,0
0,9512,12,5234
1,0,12,5342
0,5062,12,5000
1,753,13,0
0,3129,10,4104
1,30198,14,3462
1,23079,8,2757
1,4853,9,0
1,9600,16,0
1,369,13,450
1,0,11,0
1,37797,8,0
1,28863,12,4000
1,12031,12,4280
0,0,9,0
1,18946,12,5200
0,37687,12,200
1,35110,12,8999
0,6734,12,2000
0,10134,8,0
1,11505,11,600
1,7105,13,10000
1,19555,12,612
1,15177,10,0
0,0,17,0
1,1944,12,0
1,43299,12,250
1,0,10,0
1,109503,12,0
1,0,9,850
0,7030,12,3800
0,22453,12,9000
0,43078,12,3625
1,11601,12,0
0,564,11,2000
1,26529,12,5500
1,0,12,0
0,36933,12,17325
1,11121,8,4455
1,21061,11,0
1,15966,12,700
0,1503,9,0
0,17673,11,708
0,0,15,1500
1,0,12,0
1,18120,12,864
1,13905,12,6500
1,18333,12,0
0,1575,8,0
0,21153,15,0
0,951,10,696
0,5615,9,1417
0,5994,11,300
1,16561,10,6000
1,5955,11,2314
1,1065,11,0
1,1608,12,3000
1,48546,11,0
1,6410,12,0
1,4529,10,40
0,27891,11,12000
0,14579,12,0
1,0,15,0
1,6444,12,5000
1,20032,11,600
0,24820,9,0
1,2187,13,0
1,8478,9,2800
0,27903,11,19203
1,13933,11,200
0,5490,12,3500
0,31617,12,5000
1,23381,18,5500
0,264,9,9500
1,7105,8,200
0,0,12,0
0,19617,12,0
0,12635,12,0
1,1445,11,7000
1,44126,9,5000
1,10938,12,6800
1,10535,10,8640
1,1675,9,3000
0,30742,12,182
1,12252,11,0
0,21297,12,15000
1,64380,9,6000
0,0,12,4000
0,43638,16,4084
0,4475,16,300
1,264,10,250
1,0,13,800
1,8076,11,4670
1,5308,13,6204
1,0,12,0
1,23865,12,0
1,32455,10,2400
0,29753,12,0
1,30852,11,10000
1,12524,15,0
1,19926,10,1800
1,23994,14,6839
1,5955,10,8000
1,0,9,0
1,438,10,3000
1,18282,9,7840
0,40167,12,17052
0,4330,9,2500
0,3495,8,344
0,62216,12,4500
1,2668,12,11320
1,4058,9,13500
1,21914,12,1200
1,57,12,506
0,2639,8,900
0,0,8,0
1,1654,12,99
1,53845,11,8000
1,28249,12,8742
1,46758,12,5000
0,1215,11,1000
1,50141,12,10000
1,16024,9,5500
1,1224,14,10000
1,3234,13,3000
1,52,11,0
0,4294,11,672
1,25155,12,0
0,21416,16,6000
1,0,12,0
1,1926,12,0
0,7842,12,0
1,6353,12,723
1,0,10,0
0,45867,12,2000
0,17149,12,5000
1,3373,10,960
0,18945,12,3000
1,5292,12,0
1,32,8,0
0,27360,16,0
1,57536,13,4000
1,30670,12,2800
1,25459,11,15000
1,125748,12,33000
0,15009,13,292
0,33747,12,0
1,10083,12,3492
0,56,12,5200
0,34077,12,12000
1,0,8,2500
1,0,11,7800
0,48096,13,6000
1,28,12,2729
1,240,12,10000
1,1819,14,189
1,1350,12,90
1,26493,10,0
0,13235,12,1680
1,4005,12,3635
0,0,12,3000
1,17535,12,1777
1,15549,10,7548
1,0,12,0
1,621,12,0
1,2675,14,2241
0,0,13,0
1,11864,12,6000
1,1545,10,11000
1,567,12,4800
1,11382,11,219
0,18522,9,800
1,0,12,0
1,0,11,0
1,38855,11,1900
1,44580,16,4000
1,24409,9,9000
1,18,11,25
0,25477,12,4000
1,39741,12,7250
1,15335,9,1200
1,0,11,0
0,4461,12,200
0,1506,11,0
1,36279,15,5606
1,16924,14,0
1,33328,8,2340
0,47301,15,6989
1,8101,12,2200
1,1080,12,5677
1,18017,11,1800
0,26780,9,1792
0,5793,11,0
1,12159,8,0
1,10872,10,1800
0,0,12,0
0,24460,12,0
1,798,9,2000
0,0,13,0
1,10851,12,5698
1,1315,12,1350
1,9544,12,2000
0,720,12,0
1,18357,12,0
1,13080,12,9000
0,3477,15,3159
0,38713,12,3825
0,26781,12,4300
1,64068,14,7700
0,12692,10,4972
1,453,15,0
0,7152,13,2160
1,2624,10,0
1,1752,11,0
1,4422,12,4000
0,14826,11,3000
0,635,12,0
0,3330,10,0
1,35521,12,11000
0,5058,10,6000
1,31809,12,5000
1,47545,12,6800
1,150,11,0
0,12000,11,150
1,21177,11,0
0,42096,12,0
0,8804,11,6750
1,1997,11,0
0,29947,12,4000
1,15254,10,5096
1,9053,8,2000
1,32901,14,5100
1,22053,14,550
1,2751,9,0
0,825,12,0
0,10061,13,9000
1,19576,8,0
1,14862,8,0
0,14002,11,120
0,144,12,13000
1,16215,9,13000
1,1755,13,0
1,18869,12,3552
1,35505,12,2389
1,31549,12,1000
0,47432,12,1900
1,13374,11,5000
0,29385,11,2000
1,20659,12,1155
0,39916,10,7000
1,13398,8,3360
1,0,16,1600
0,17060,12,800
0,3822,9,3800
1,2433,11,0
1,13680,11,1280
1,0,13,0
1,21744,13,0
1,19839,12,2600
0,0,12,2188
1,2541,10,128
1,597,9,0
1,31778,12,2000
1,0,12,6000
1,0,12,2400
1,10392,12,1979
1,17642,12,800
1,31743,12,714
1,1251,12,0
1,7416,14,2500
1,11084,10,11000
1,600,9,0
1,0,12,11000
1,454,14,2400
0,372,12,0
1,24921,12,3350
1,351,16,6250
1,41250,14,10739
1,1485,12,1695
1,0,8,1318
1,51109,14,5400
0,15763,12,3385
1,0,10,0
0,43678,12,0
0,24038,11,0
0,1270,13,140
0,25284,12,0
1,23496,9,2800
1,2775,12,3978
1,53526,12,0
1,2499,11,3000
1,12985,17,4500
1,4764,13,250
0,24716,12,10800
1,4251,10,0
1,0,12,0
0,39,14,800
1,1163,12,3500
1,22413,12,6000
1,0,12,0
0,78,10,5000
1,16275,9,0
1,21315,15,8000
0,36924,11,2500
1,489,13,2600
1,17898,12,4200
1,26891,13,7600
1,4501,12,0
0,27855,10,5000
0,31118,12,0
1,762,12,0
1,0,12,6000
1,1617,12,0
0,6531,12,3800
1,6275,13,1980
0,44496,12,1946
0,0,12,1200
1,21106,12,0
1,6981,9,250
0,0,9,4000
0,11230,12,9000
1,22603,12,1728
1,0,10,0
0,38621,14,0
1,2598,12,5227
1,10194,12,0
0,27380,18,3200
1,12899,8,0
1,4,12,0
0,0,12,8000
0,12563,12,0
0,34119,12,2400
0,480,12,3089
1,628,14,0
1,27025,14,23000
1,6681,10,3300
0,8772,9,244
1,34039,14,0
1,34841,12,3690
0,15402,13,0
1,0,10,140
0,6712,11,5200
0,4293,12,900
1,987,13,1000
1,19128,12,1600
0,7509,12,20000
0,24084,13,2755
0,0,11,0
1,12460,11,0
1,8782,16,6585
1,20310,16,392
1,68877,8,3326
1,15232,10,2000
1,17797,9,0
1,10546,12,0
1,59236,13,203
1,12009,12,7000
1,390,11,6000
1,7309,10,3500
1,15761,12,1854
1,233,12,0
1,0,11,300
1,0,13,1589
0,23082,11,13596
1,8310,14,5000
0,27521,12,4500
1,36731,10,1000
1,66440,8,4368
1,33423,12,1000
0,16094,14,7000
1,62955,16,4800
0,26414,9,0
0,36909,12,1200
0,8127,12,0
0,206,14,3000
1,33581,12,800
1,5682,10,0
1,21204,11,0
0,37701,11,9921
1,27781,12,3693
1,24,14,2500
1,0,12,0
1,3102,12,814
1,18114,12,1700
1,19261,12,0
0,25409,11,13649
1,0,9,370
1,20376,11,400
1,1141,11,0
1,11468,12,0
0,154,13,1178
1,49794,14,98
1,30660,16,0
0,35790,12,1400
1,14036,12,2500
1,26037,12,2900
1,115,11,3050
0,3816,12,17488
1,129,10,0
1,10192,15,1100
1,35594,12,2000
1,715,11,0
0,2733,12,9000
0,4945,10,0
1,0,12,9500
1,24563,15,3000
1,1474,8,800
0,12559,12,1615
1,2552,12,0
1,0,15,0
0,48777,16,3500
0,0,14,0
1,41256,16,10000
1,231,10,400
1,1452,12,1050
1,12288,14,5360
0,1860,11,0
0,0,12,7800
1,29172,12,7732
1,18045,12,4500
0,18759,12,0
0,1754,12,13811
1,37579,10,10230
1,4386,12,5000
1,34290,10,5600
0,33840,14,5400
0,7908,12,1095
1,20912,14,5350
0,1751,8,875
1,49705,12,6000
0,3188,14,1900
0,36095,13,6100
1,198,10,0
0,0,11,2700
1,55440,12,10000
1,27118,12,6000
1,11879,16,400
1,1608,8,0
1,216,13,0
1,0,12,0
1,47460,12,4000
1,59103,11,12000
1,436,8,0
0,0,11,0
0,17596,12,4224
1,18956,11,4000
1,3321,10,0
1,2493,12,93
1,0,12,4000
0,38772,8,11000
0,13332,9,5000
0,8391,13,0
0,85269,12,16000
1,1519,8,13250
1,29299,12,4300
1,9180,12,3000
1,26703,12,3000
1,576,11,11000
1,15794,15,4600
0,27523,15,700
1,0,8,0
1,2427,12,6588
0,1619,14,3000
0,35226,11,9223
0,21954,8,1386
1,2097,8,0
0,29214,12,9100
1,24565,12,3200
0,32679,14,1000
1,17821,14,0
1,25530,11,1800
0,19955,11,2285
1,28509,16,4388
0,33479,12,7865
1,0,12,2882
1,45048,12,8600
1,2595,11,276
1,32276,16,3288
0,14019,13,7000
1,18828,10,6600
0,3138,10,3780
0,31419,12,0
0,14495,16,0
0,8887,12,4600
1,13224,11,10400
1,29055,9,8894
1,25144,12,0
1,23730,15,4200
1,11459,12,1000
0,310,11,0
1,4935,8,1240
1,27243,13,7800
1,18471,12,3000
0,11835,12,0
1,18195,12,5400
1,0,8,5500
1,35627,11,0
1,23946,12,42
1,33678,12,3560
1,0,10,8000
0,5,9,0
1,40374,11,3000
1,594,9,2000
0,18261,8,3600
0,35775,10,4037
1,615,11,0
1,42,10,200
1,27,11,60
0,2367,10,0
1,35725,11,576
1,12637,12,10000
1,0,10,0
1,13693,13,5000
1,2466,11,500
1,14045,12,0
1,0,10,0
0,1321,13,2712
1,726,11,2000
0,646,12,0
0,0,17,0
1,2940,8,720
0,15847,12,0
1,23028,10,1360
0,8952,11,630
1,14217,12,200
1,38135,12,3000
1,29062,12,12000
1,729,12,0
1,61132,12,0
1,14920,16,985
1,48234,12,21000
1,13215,10,2300
0,4680,12,3400
1,31831,12,3500
0,33455,12,7200
0,34656,12,9000
0,1686,8,2500
1,13206,10,1
1,0,10,5000
0,3574,10,0
1,7422,8,4524
1,7537,9,0
1,27638,12,5000
1,8652,11,3000
1,26151,12,6570
0,2268,12,2000
1,21723,12,6366
1,46440,12,438
1,978,8,4124
0,870,16,0
1,42150,8,0
1,14474,17,10000
1,70740,10,10000
1,6787,12,0
1,36168,12,19400
0,12189,11,3900
1,17526,11,0
1,28776,12,1800
0,0,14,0
1,10404,9,170
0,22578,10,832
1,10425,10,600
0,2620,8,0
0,8754,12,0
1,82574,12,9500
0,11546,8,1218
0,0,12,0
0,3099,12,800
1,18786,11,0
1,77736,10,16000
1,2238,10,0
1,7215,16,0
1,19011,11,5000
1,17003,12,336
0,6780,12,0
1,8727,9,12000
1,17469,15,2220
0,8810,13,6200
0,11442,12,5000
1,1534,9,0
1,51965,11,2740
1,0,8,0
1,23133,12,5942
1,0,11,12000
1,2973,12,1500
0,49143,12,7300
1,0,14,1500
1,0,12,0
0,0,11,0
1,25729,11,1331
1,23899,12,0
1,135,12,0
0,9646,11,0
1,43731,16,4757
0,32928,13,1000
1,6726,12,3707
1,6640,12,0
1,17184,12,3000
0,38820,12,1750
1,1650,12,0
0,6481,10,0
1,21395,12,0
1,17175,14,9807
0,29090,12,825
1,13323,11,0
0,34862,16,2000
0,489,8,0
1,4559,12,0
1,14409,12,1736
1,39922,12,14000
1,18060,11,0
0,23104,14,720
0,12876,10,5000
0,60903,13,1000
1,18383,12,7000
0,735,12,0
0,504,8,0
1,20949,12,2000
1,61938,10,8000
1,25770,12,3000
1,16567,12,0
1,38922,17,5000
1,5704,12,5000
1,57450,12,14000
1,589,11,800
0,2419,12,800
1,14430,10,2000
0,15879,12,630
1,2269,12,2000
1,11301,12,0
1,7807,14,10500
0,6336,12,19
0,0,12,8200
1,0,9,120
1,1674,12,0
1,21497,12,9000
1,1056,12,800
0,54,11,0
0,11372,10,0
1,0,12,1695
1,0,8,224
1,3261,12,4800
0,31152,11,8000
1,31771,12,8694
1,0,10,0
1,0,12,2710
1,25765,12,2800
0,47648,12,0
0,36085,12,4300
1,23710,10,91
1,77180,12,0
0,7521,9,4000
1,16896,12,0
1,26020,12,3600
1,43443,12,200
1,2544,14,1000
1,0,12,0
1,9017,14,2904
0,990,12,15000
1,31958,12,8000
1,36064,9,0
1,27762,12,200
1,20655,14,3000
1,0,8,0
0,28884,14,1200
1,706,13,5000
0,26039,12,0
1,56931,14,14000
1,22332,10,12000
1,27344,12,10000
1,0,12,3000
0,0,11,0
1,10794,8,6456
0,816,10,0
1,31312,12,6095
0,22835,12,350
0,37045,14,4000
1,42219,12,6000
0,4854,13,8000
1,0,12,0
0,6179,12,3515
1,16395,12,72
1,28313,17,2000
0,43434,15,1000
0,21375,12,470
0,20301,8,38
0,0,12,4250
0,20496,11,1200
1,17966,12,0
1,26173,12,0
1,11169,12,3700
1,30130,11,2317
1,4597,10,3945
1,0,13,776
1,21906,12,899
1,21969,12,2000
1,20888,12,450
1,12111,10,1000
0,0,10,0
1,17246,11,0
1,15231,8,1400
1,25278,12,1600
0,23549,12,9179
1,3639,12,3484
1,14945,12,0
1,41678,13,8000
0,8538,11,0
1,1908,12,7000
1,4955,10,0
1,10128,12,2592
1,16296,12,9507
0,7729,12,0
1,0,12,0
1,23778,12,1500
0,22524,12,200
1,7754,12,6000
1,23186,9,960
0,33882,12,2206
1,2269,9,300
1,6281,12,10000
1,27,16,2000
0,6144,11,1000
1,75,7,1331
1,1528,12,0
0,8007,10,0
1,2676,12,1600
1,55304,15,3500
1,14143,11,14560
0,0,9,0
1,1701,11,0
1,0,14,400
1,2122,9,5014
0,39,9,0
1,16803,12,8000
1,11240,9,13000
0,17280,12,1989
1,23091,14,5699
1,81304,17,8000
1,1485,11,0
0,27300,11,2600
0,0,9,0
1,3832,12,4830
1,0,11,1200
1,2340,12,0
1,0,13,9019
0,10943,11,0
0,4869,12,6065
0,30135,17,2500
0,0,8,0
0,3177,8,2700
1,0,12,0
1,0,10,0
1,336,11,0
1,39437,13,5670
1,67936,12,18000
1,8943,11,0
1,28380,14,0
1,0,12,0
1,3595,12,12733
0,282,12,1180
1,0,8,0
1,16689,11,2471
1,16286,12,900
1,18646,12,67
1,31878,12,0
1,8013,13,550
1,0,12,208
0,29836,11,6200
0,19279,12,1000
1,1788,9,5200
1,17262,11,6000
1,32807,12,4866
1,3432,12,12500
1,32134,12,3000
1,10842,12,4500
0,25015,9,5120
1,16391,12,0
1,18849,12,0
0,13948,10,2000
1,2955,12,0
1,37788,12,3329
0,40278,16,1500
1,23127,12,4386
1,1680,8,0
1,27793,13,5250
0,12312,12,0
0,24573,11,4179
1,51606,11,0
1,20092,12,6000
1,4728,12,6000
0,33933,11,2600
1,25859,12,4000
1,5085,11,2100
0,28804,10,8000
1,11321,13,0
0,24746,12,1000
1,14549,12,8000
1,3164,9,0
1,13285,10,1240
1,9105,8,4500
0,640,11,1200
1,0,12,0
0,33035,10,3000
0,4966,14,3000
0,25707,12,1400
0,142,12,800
1,8994,12,2000
1,652,11,8000
1,7428,12,0
0,0,12,3000
0,11142,12,4000
1,13816,14,3227
0,66942,13,30000
1,44597,8,0
1,24521,12,25
1,819,10,0
1,1350,12,2026
1,38400,12,4000
0,13638,12,11040
0,15825,16,0
1,21798,13,2400
1,1692,9,0
1,24798,8,0
1,12138,11,2100
1,43748,8,0
1,8541,12,3033
1,1819,12,400
1,28363,12,5000
0,0,12,6984
1,30095,9,6000
1,11282,12,8000
1,15327,14,0
1,16763,10,4278
0,750,10,902
1,0,12,0
0,22073,12,4000
0,31235,14,2000
1,14934,12,1500
0,4619,11,5
1,62790,11,1200
0,21006,12,8000
1,48511,12,11000
0,18384,11,0
0,21444,12,5500
1,44154,12,9600
0,0,12,0
1,2652,14,2300
0,36287,12,8000
1,4804,17,0
1,28239,12,6800
1,29667,12,6500
1,20041,13,0
0,0,12,0
1,4854,12,0
1,51,10,140
1,60,11,0
0,7758,9,0
0,55105,12,15000
1,0,9,0
0,8674,12,2900
1,45317,12,5000
1,94191,10,0
0,10457,11,0
1,7395,11,6000
0,16911,9,1600
0,5442,9,7000
1,0,12,1500
0,23670,11,0
1,2610,12,0
0,23342,9,400
0,2601,8,2000
1,48968,12,10000
0,28935,14,10000
0,5762,14,10000
0,18,12,0
1,1632,12,0
1,2442,11,400
1,486,11,0
1,0,9,0
1,17364,12,4200
1,4047,9,3200
0,21255,11,0
0,19128,10,8000
0,34191,12,11000
1,132,9,0
1,14078,11,0
1,555,10,57
1,156,12,600
1,44309,12,270
1,19900,12,6080
1,22510,12,684
1,12050,10,3216
1,14961,11,1155
0,7776,8,3200
0,29276,12,5000
1,18303,12,4675
0,7629,9,150
1,19837,8,4087
1,16074,12,3162
0,3315,10,3949
0,35445,12,8000
0,14791,11,1400
1,0,10,3600
0,11276,9,1000
1,0,12,0
1,0,9,0
0,552,12,0
0,12964,12,3486
1,4584,10,0
1,32038,12,0
0,9735,13,9000
1,15288,12,3600
0,2250,14,0
1,14668,8,8240
1,0,12,0
1,0,11,0
0,16224,14,3500
1,28512,10,12000
0,0,10,1306
0,30485,13,0
1,21452,9,12098
1,7147,13,0
1,14010,12,0
1,8691,8,215
0,39132,12,9995
0,3461,12,6700
1,9895,13,162
1,11372,14,650
1,2556,8,900
0,20880,11,400
1,2697,12,0
0,782,8,0
1,29297,10,9000
0,1212,10,3200
1,2768,8,0
1,0,9,16000
1,26655,12,1560
0,7513,15,6000
1,23682,10,8000
0,7395,10,6000
0,26526,12,6185
1,1477,12,3696
1,14228,13,6000
1,0,8,32
1,33494,14,2921
1,357,12,500
1,3612,16,11000
1,3048,11,3393
1,10095,12,844
0,9430,12,6
1,52693,12,3000
1,17191,12,0
0,19257,11,3837
1,24471,13,5200
1,11375,10,0
1,49047,12,8672
0,6465,12,2000
0,76,11,400
0,0,12,0
0,17502,12,10000
1,7418,10,206
1,34668,12,5284
0,0,14,8500
1,43977,12,3000
1,705,12,863
1,3180,8,0
1,39720,13,2658
1,64095,12,7726
1,30872,9,6700
1,21898,12,4355
0,0,11,0
0,4200,12,2000
1,441,12,2000
0,29970,13,2700
1,1203,12,0
0,10632,12,3040
0,98153,13,3120
1,5064,12,4000
1,30363,9,4370
1,1896,12,0
1,18776,9,3000
1,56171,12,10000
0,10680,13,0
0,7185,12,2702
0,4980,15,3000
1,5142,12,7000
0,0,12,0
0,3771,8,0
0,33906,12,4000
1,7734,8,0
1,42333,12,4592
1,17508,12,0
1,26766,15,3500
1,0,12,0
0,18767,9,150
0,0,8,0
1,52965,12,19454
1,10729,11,2700
0,4854,10,8137
1,0,13,5528
0,28179,15,2560
1,1104,14,530
1,6271,11,170
1,26340,10,6414
1,45215,12,1500
0,32057,13,4482
1,63016,12,5000
1,12562,11,0
0,17876,12,4000
1,0,14,1000
1,19345,12,0
1,16055,12,180
1,14362,12,1000
0,33246,11,6000
0,63888,12,7200
0,31618,10,12000
0,13104,12,1520
1,7507,10,2000
1,10093,10,800
1,564,7,18000
1,6355,9,0
0,7126,12,0
1,14587,10,1900
1,13335,12,6000
1,7755,9,9388
1,5281,12,0
1,15113,10,1820
1,70421,15,1300
0,7747,10,3600
0,28749,8,0
1,38754,8,0
0,9797,12,7000
1,30,11,4000
1,13056,14,3000
0,30025,11,0
1,15725,12,0
1,11990,8,900
1,270,8,0
1,0,12,5000
1,72432,12,9600
1,24629,13,6265
0,477,8,150
1,3390,7,0
0,13307,12,98
1,18855,12,6958
1,555,11,14347
1,4539,11,3360
1,1800,8,4000
0,11160,12,0
1,9688,14,0
0,23329,17,0
1,708,11,0
0,0,12,0
1,0,12,0
1,4350,12,0
0,162,14,3000
1,42,12,350
1,12171,13,1138
1,20523,12,2100
1,3790,11,0
0,9974,12,2640
1,42640,12,0
0,1578,12,0
1,39726,13,6688
1,63455,12,9000
0,6559,12,2000
1,21264,17,0
0,10507,12,0
1,28764,11,1500
0,7626,11,13000
0,12303,10,0
1,6768,10,3100
1,8722,9,5000
1,7297,15,1000
1,2300,17,500
1,15834,12,4263
1,37270,11,0
0,19500,12,5800
0,12489,10,0
1,9780,16,9860
1,15550,10,850
1,33924,12,8910
0,10306,12,4200
0,201,12,0
0,1003,12,0
1,12138,12,0
1,905,10,700
1,17262,12,1200
0,25835,10,6800
0,1858,10,1000
1,31002,8,6000
0,27007,12,4500
1,3597,11,1400
1,27449,10,0
1,1117,13,0
1,66279,11,23462
1,27318,12,1988
0,183,12,310
1,67556,11,1500
1,21564,12,360
1,26589,13,1500
1,0,8,650
0,2075,12,4400
1,40275,12,2844
1,16014,11,1000
1,33620,12,4000
1,0,12,19000
1,48719,12,3000
1,21,11,4000
0,35415,12,6894
1,18037,12,2904
1,477,12,3200
1,27465,14,8000
0,20241,13,4823
1,9566,8,0
1,40589,9,400
0,13737,12,2300
1,22455,14,5350
1,5194,12,0
0,440,12,0
0,28867,12,17000
0,1467,12,300
0,670,9,0
0,26967,12,2000
1,2004,12,0
0,8075,8,2820
1,17838,11,0
1,19410,12,5400
0,18105,11,7000
1,0,12,0
0,117,8,400
1,24337,13,100
1,54684,10,6400
1,3322,12,1000
0,3225,14,2000
0,4461,12,318
1,173,13,8000
0,11406,12,2128
1,4928,12,0
0,2628,11,5000
1,72,11,0
0,24627,12,6000
1,16770,12,5690
1,36523,14,6560
0,8769,12,2000
0,3480,10,0
0,45,12,0
1,21740,12,5962
1,10851,12,0
1,11378,16,0
1,5391,12,6000
1,8007,16,3600
1,21947,12,0
0,0,12,4800
1,13519,11,0
1,0,11,0
1,0,8,0
1,0,14,0
0,0,14,0
0,0,11,8400
0,56189,12,14000
1,21422,12,0
1,165,12,0
1,390,11,0
1,9921,14,1000
1,16215,8,0
0,1348,10,8481
1,13920,12,8936
1,9582,10,5000
0,0,9,0
1,835,9,3000
0,23336,14,9300
1,12039,11,6876
0,33279,12,4289
1,39816,15,0
1,80,9,0
0,469,9,3
1,5064,12,7900
